"video_id","title","duration","duration_seconds","upload_date","url","caption_status","word_count","words_per_minute","sentence_count","mean_sentence_words","question_marks","transitions_per_1000","uncertainty_per_1000","navigation_per_1000","examples_per_1000","negations_per_1000","archetype"
"vS06jcCUju4","Thai Cavalry Platoons are Peak Cold War","10:17","617","NA","https://www.youtube.com/watch?v=vS06jcCUju4","available","1674","162.8","84","19.9","0","11.9","4.2","4.2","1.2","1.2","organization"
"394prfENU4k","2S9 Nona-S: Doctrine of Russia's Airborne Artillery","15:38","938","NA","https://www.youtube.com/watch?v=394prfENU4k","available","2434","155.7","124","19.6","2","11.1","1.6","6.6","0.0","1.2","doctrine/tactics"
"fGLG1NWDdgI","Why Belgium Only Gave its Rifle Squads 2× F2000s?","8:23","503","NA","https://www.youtube.com/watch?v=fGLG1NWDdgI","available","1440","171.8","67","21.5","0","20.8","5.6","3.5","0.0","2.8","problem/explanation"
"NQEjy7yM1NY","The U.S. Army Infantry who Protected Tactical Nukes","8:01","481","NA","https://www.youtube.com/watch?v=NQEjy7yM1NY","available","1287","160.5","62","20.8","0","12.4","4.7","1.6","0.0","7.8","doctrine/tactics"
"FmrlzVIG4G0","The REAL Reason Marines didn't have M1 Garands in 1942","8:34","514","NA","https://www.youtube.com/watch?v=FmrlzVIG4G0","available","1439","168.0","58","24.8","2","16.7","2.1","4.2","0.0","4.9","problem/explanation"
"4ydwnZQ03gU","NEW Squads with Anti-Drone Tech for Belgium","8:11","491","NA","https://www.youtube.com/watch?v=4ydwnZQ03gU","available","1312","160.3","66","19.9","0","12.2","3.8","3.8","0.0","4.6","organization"
"5XqpnYp-xzc","How White U.S. Troops Reacted to Black Troops in their Units (WW2)","12:10","730","NA","https://www.youtube.com/watch?v=5XqpnYp-xzc","available","2071","170.2","96","21.6","7","12.6","4.8","1.9","0.0","8.2","organization"
"XKJSoIWD4IY","How Canada Organizes Infantry for Combat","7:07","427","NA","https://www.youtube.com/watch?v=XKJSoIWD4IY","available","1168","164.1","58","20.1","0","13.7","0.9","6.8","1.7","0.9","general explainer"
"_Xw81ICvfQs","Weapons of a Dutch G-WAGEN Gun Truck Anti-Tank Squad","8:22","502","NA","https://www.youtube.com/watch?v=_Xw81ICvfQs","available","1407","168.2","69","20.4","0","17.1","2.8","5.7","0.0","0.7","organization"
"OVohl7wLiHM","How France Tested its New Hunter Drone Unit on the U.S.","8:27","507","NA","https://www.youtube.com/watch?v=OVohl7wLiHM","available","1453","172.0","69","21.1","0","12.4","2.1","1.4","0.0","2.1","general explainer"
"1Q87VUudfcU","How is Sweden’s ARMORED ANTI-AIR Organized? (Lvkv 90)","8:14","494","NA","https://www.youtube.com/watch?v=1Q87VUudfcU","available","1373","166.8","67","20.5","0","19.7","2.9","0.7","0.0","0.0","general explainer"
"RIbNwlGEBss","How U.S. Army Divisions are Re-Arming with HIMARS","7:20","440","NA","https://www.youtube.com/watch?v=RIbNwlGEBss","available","1222","166.6","58","21.1","0","16.4","6.5","2.5","0.0","4.9","organization"
"Tod72FC_ay4","Easy Company’s Lineage Situation is Kind of Stupid...","13:12","792","NA","https://www.youtube.com/watch?v=Tod72FC_ay4","available","2196","166.4","103","21.3","1","18.7","3.2","2.7","1.4","4.6","organization"
"BjEe1NaJgxY","Huge Changes to USMC Light Armored Recon (FD2030)","29:19","1759","NA","https://www.youtube.com/watch?v=BjEe1NaJgxY","available","4821","164.4","225","21.4","1","16.6","2.9","2.3","0.8","2.9","general explainer"
"92huaidAOrA","Mexican Marine Rifle Squad with Colt Automatic Rifles","3:41","221","NA","https://www.youtube.com/watch?v=92huaidAOrA","unavailable","0","","0","","0","","","","","","organization"
"STea5g1-PNc","Mexican Marine Rifle Squad: Bizarro USMC?","14:59","899","NA","https://www.youtube.com/watch?v=STea5g1-PNc","available","2456","163.9","132","18.6","2","16.7","4.1","3.3","1.2","1.2","organization"
"ADMKA43mvpI","Battle of Abidjan: France's Thunder Run","25:15","1515","NA","https://www.youtube.com/watch?v=ADMKA43mvpI","available","3988","157.9","209","19.1","1","11.5","1.3","4.5","0.8","1.5","campaign narrative"
"vwJSf1HPnBc","The Forgotten U.S. Army Dirt Bike Scout Platoons","6:33","393","NA","https://www.youtube.com/watch?v=vwJSf1HPnBc","available","1043","159.2","57","18.3","0","14.4","2.9","3.8","1.0","1.9","organization"
"htM71AQTJII","NEW U.S. Army Robot—Kamikaze Drone Company","12:33","753","NA","https://www.youtube.com/watch?v=htM71AQTJII","available","2140","170.5","105","20.4","2","17.3","7.0","5.1","0.5","2.3","organization"
"HfZRV8zfGx0","How U.S. Army Tank Units Evolved in 100 Years","31:14","1874","NA","https://www.youtube.com/watch?v=HfZRV8zfGx0","available","5032","161.1","261","19.3","1","14.5","2.8","7.2","0.6","1.6","historical evolution"
"UDVZ8akLLLo","U.S. Army Teams who Storm Nuclear Reactors","16:44","1004","NA","https://www.youtube.com/watch?v=UDVZ8akLLLo","available","2671","159.6","119","22.4","2","11.2","3.4","0.7","1.9","0.7","doctrine/tactics"
"_lMN2g0OQts","How Mexican Marines became the Anti-Cartel Force","23:05","1385","NA","https://www.youtube.com/watch?v=_lMN2g0OQts","available","3673","159.1","178","20.6","3","16.6","3.8","4.6","1.6","3.0","general explainer"
"pGXM7jLCHeA","The U.S. Marine Corps' Nuclear Strategy","35:48","2148","NA","https://www.youtube.com/watch?v=pGXM7jLCHeA","available","5643","157.6","269","21.0","3","15.6","4.3","1.6","0.5","1.9","general explainer"
"GgA_zLNwbKI","Taiwan Special Forces Loadout & Role: War vs. China","8:01","481","NA","https://www.youtube.com/watch?v=GgA_zLNwbKI","available","1198","149.4","55","21.8","0","10.0","4.2","0.0","0.0","0.8","comparison"
"3SdgKBKUyVw","New Colombian Mechanized Cavalry Armor Loadout","9:36","576","NA","https://www.youtube.com/watch?v=3SdgKBKUyVw","available","1388","144.6","67","20.7","0","14.4","2.9","2.9","2.2","1.4","general explainer"
"7JN-X7XGk7U","What do U.S. Military Police do in Combat? | Unit Loadout","8:02","482","NA","https://www.youtube.com/watch?v=7JN-X7XGk7U","available","1252","155.9","59","21.2","0","14.4","3.2","1.6","0.0","0.0","general explainer"
"LslbRJYoBlU","Why German Panzer Troops wear Pink","5:41","341","NA","https://www.youtube.com/watch?v=LslbRJYoBlU","available","957","168.4","54","17.7","1","12.5","3.1","1.0","2.1","4.2","problem/explanation"
"G2_VLPbGnY0","The Future of Germany's Leopard 2 Force","14:57","897","NA","https://www.youtube.com/watch?v=G2_VLPbGnY0","available","2269","151.8","128","17.7","0","16.3","3.1","3.5","0.9","1.8","general explainer"
"rAnfcA58W-I","Analyzing a Malian Rifle Squad (Structure & Tactics)","21:29","1289","NA","https://www.youtube.com/watch?v=rAnfcA58W-I","available","4248","197.7","","","0","32.5","4.0","0.9","0.0","12.0","doctrine/tactics"
"frP405ZXfpk","LARC-LX: Tactics of the Army’s Massive Amphibious Truck","17:51","1071","NA","https://www.youtube.com/watch?v=frP405ZXfpk","available","2648","148.3","131","20.2","2","13.2","9.1","2.6","0.0","2.3","doctrine/tactics"
"Try7Y-w-eHU","Inside Mali’s Glorious Technical Cavalry","20:23","1223","NA","https://www.youtube.com/watch?v=Try7Y-w-eHU","available","2997","147.0","150","20.0","1","13.3","3.3","1.0","1.0","2.7","equipment/force guide"
"4lli_xbMeV4","France's New JAGUAR Armored Units","13:42","822","NA","https://www.youtube.com/watch?v=4lli_xbMeV4","available","2147","156.7","103","20.8","0","17.7","3.3","2.3","0.0","2.3","organization"
"8BPTSICOwIc","Mexico's Sick Pickup Truck Cavalry Corps","13:13","793","NA","https://www.youtube.com/watch?v=8BPTSICOwIc","available","1969","149.0","113","17.4","1","18.3","4.6","4.6","1.0","4.6","general explainer"
"n1ixqmKv9b8","How the U.S. Army's PATRIOT Missile Fights","27:34","1654","NA","https://www.youtube.com/watch?v=n1ixqmKv9b8","available","4197","152.2","206","20.4","1","10.7","2.6","1.9","1.0","2.6","general explainer"
"KRO0fRznNew","Why Colombia Raised a Highway Cavalry Corps","14:45","885","NA","https://www.youtube.com/watch?v=KRO0fRznNew","available","2307","156.4","117","19.7","1","16.5","5.6","1.7","1.7","2.6","problem/explanation"
"Q8R32wuYVe4","How Mexico’s Armored Force is 2024 + 1944","12:40","760","NA","https://www.youtube.com/watch?v=Q8R32wuYVe4","available","1868","147.5","110","17.0","1","15.0","3.7","3.2","0.5","2.7","general explainer"
"vD6jo_CnSPw","How Ukraine’s Airborne Squads Became Less Russian","11:42","702","NA","https://www.youtube.com/watch?v=vD6jo_CnSPw","available","1776","151.8","90","19.7","1","16.3","4.5","2.3","0.0","2.3","organization"
"ZRtnPFyqRy0","How French Infantry are Preparing for War","20:55","1255","NA","https://www.youtube.com/watch?v=ZRtnPFyqRy0","available","3135","149.9","157","20.0","2","13.1","6.7","2.2","1.0","1.3","general explainer"
"ubqD6Apunrw","VAB T20/13: How France Uses Its Old Gun Truck","12:05","725","NA","https://www.youtube.com/watch?v=ubqD6Apunrw","available","1866","154.4","87","21.4","0","11.8","8.0","3.2","0.5","1.6","general explainer"
"LVSna-Fmch4","VAB T20/13: France’s Old Gun Trucks still Fighting (No Ad)","10:56","656","NA","https://www.youtube.com/watch?v=LVSna-Fmch4","unavailable","0","","0","","0","","","","","","general explainer"
"NKNxrLOEHuo","Modern 75th Ranger Rifle Squad Loadout","11:26","686","NA","https://www.youtube.com/watch?v=NKNxrLOEHuo","available","1839","160.8","89","20.7","0","19.0","4.9","1.6","1.6","2.2","organization"
"tyzfuL39dkU","Inside Dutch CV90 & Boxer Infantry Squads","14:01","841","NA","https://www.youtube.com/watch?v=tyzfuL39dkU","available","2011","143.5","108","18.6","3","18.9","3.0","3.5","0.5","3.5","organization"
"jDvZXjybaJA","Who Fights Military-Grade Fires?","11:14","674","NA","https://www.youtube.com/watch?v=jDvZXjybaJA","available","1634","145.5","79","20.7","0","11.0","2.4","4.3","1.2","1.2","general explainer"
"toJOMmqzWxA","How France's Atomic Cavalry Fought (Javelot)","16:22","982","NA","https://www.youtube.com/watch?v=toJOMmqzWxA","available","2391","146.1","127","18.8","1","11.7","3.3","2.9","0.4","1.7","doctrine/tactics"
"CrLfZy7m4ac","China’s Hypersonic Invasion of the U.S. (Double Victory)","23:43","1423","NA","https://www.youtube.com/watch?v=CrLfZy7m4ac","available","3230","136.2","160","20.2","0","6.5","0.9","5.0","0.0","2.8","campaign narrative"
"QI7LKtZe9Ow","California's Tank Unit for Nuclear War","12:11","731","NA","https://www.youtube.com/watch?v=QI7LKtZe9Ow","available","1726","141.7","96","18.0","0","9.8","0.0","0.0","0.6","0.6","general explainer"
"c3C5nZ9QerY","Huge Changes to U.S. Army Infantry Brigades","12:19","739","NA","https://www.youtube.com/watch?v=c3C5nZ9QerY","available","1950","158.3","100","19.5","0","19.0","6.7","2.6","1.0","4.6","general explainer"
"PSSM_lcFgHI","All U.S. Army Recon Platoons of Iraq’s Worst Years","17:53","1073","NA","https://www.youtube.com/watch?v=PSSM_lcFgHI","available","2543","142.2","141","18.0","0","17.3","6.7","0.8","0.0","2.0","organization"
"C-X-dDc5xNw","The Stryker Cavalry Regiment was almost much cooler","19:06","1146","NA","https://www.youtube.com/watch?v=C-X-dDc5xNw","available","2815","147.4","141","20.0","0","10.7","7.1","2.1","0.7","1.4","organization"
"Va6EFEME-lo","M42 Duster: Anti-Air Revived from the Dead","10:45","645","NA","https://www.youtube.com/watch?v=Va6EFEME-lo","available","1607","149.5","83","19.4","0","15.6","6.2","3.1","0.6","0.6","general explainer"
"CpC_xxReJYE","Zuzana 2 155mm: How Slovakia’s Heavy Artillery Deploys","10:56","656","NA","https://www.youtube.com/watch?v=CpC_xxReJYE","available","1625","148.6","78","20.8","0","15.4","1.2","1.2","0.0","3.1","general explainer"
"FRTj_23qC24","M8 AGS: America's Abandoned Airborne Tank","14:35","875","NA","https://www.youtube.com/watch?v=FRTj_23qC24","available","2342","160.6","113","20.7","2","14.9","12.8","2.1","0.0","4.3","general explainer"
"VVOWCVpyz7Q","AD FREE: Inside the Canceled Airborne Tank Units","13:17","797","NA","https://www.youtube.com/watch?v=VVOWCVpyz7Q","unavailable","0","","0","","0","","","","","","organization"
"zx-OLN-monc","Old School British Urban Assault Tactics","11:16","676","NA","https://www.youtube.com/watch?v=zx-OLN-monc","available","1929","171.2","100","19.3","1","21.3","11.9","7.3","2.1","3.1","doctrine/tactics"
"hsbKzm_xPXc","East vs. West German Panzer Units | Hyperwar 1989","10:38","638","NA","https://www.youtube.com/watch?v=hsbKzm_xPXc","available","1665","156.6","80","20.8","0","21.0","3.6","2.4","0.6","1.8","comparison"
"y21cJct1Koo","Every US Army Ranger Squad in 80 Years","28:15","1695","NA","https://www.youtube.com/watch?v=y21cJct1Koo","available","4344","153.8","212","20.5","0","16.6","3.9","2.8","1.2","1.6","historical evolution"
"t8-b6hgtgw8","How U.S. RANGER Squads Evolved from 1942 to 1974 [Early Release]","10:33","633","NA","https://www.youtube.com/watch?v=t8-b6hgtgw8","unavailable","0","","0","","0","","","","","","historical evolution"
"W36fc1m-mNQ","The U.S. Army’s New Jungle Cavalry Concept Explained","9:15","555","NA","https://www.youtube.com/watch?v=W36fc1m-mNQ","available","1446","156.3","70","20.7","1","17.3","10.4","2.1","0.7","2.8","general explainer"
"ZYSb5VsQxNY","Why the USSR's Light Division is Unknown (1987)","9:32","572","NA","https://www.youtube.com/watch?v=ZYSb5VsQxNY","available","1335","140.0","64","20.9","0","10.5","5.2","0.0","1.5","1.5","problem/explanation"
"37A7u3UBMk4","South Vietnam’s Highway Cavalry (V-100)","8:08","488","NA","https://www.youtube.com/watch?v=37A7u3UBMk4","available","1155","142.0","66","17.5","0","10.4","3.5","1.7","0.0","0.0","general explainer"
"uVPH81HE20s","The Future of Belgium’s Troubled Army","13:48","828","NA","https://www.youtube.com/watch?v=uVPH81HE20s","available","2057","149.1","105","19.6","0","19.9","2.9","1.5","1.0","1.5","general explainer"
"JbF7H0AitsE","AD FREE: The Future of Belgium’s Troubled Army","12:31","751","NA","https://www.youtube.com/watch?v=JbF7H0AitsE","unavailable","0","","0","","0","","","","","","general explainer"
"O4NuTcP6ifI","How to Read Russian Army Battle Maps","15:34","934","NA","https://www.youtube.com/watch?v=O4NuTcP6ifI","available","2493","160.1","142","17.6","0","10.4","3.2","1.6","0.4","1.6","general explainer"
"sHvgrix3PQU","Weapons of West German Panzergrenadiers in the '60s","14:44","884","NA","https://www.youtube.com/watch?v=sHvgrix3PQU","available","2227","151.2","114","19.5","1","16.6","4.0","4.9","0.0","1.3","equipment/force guide"
"N8XWMi7qmVU","How the U.S.'s Helicopter Tank Destroyers were Born","10:04","604","NA","https://www.youtube.com/watch?v=N8XWMi7qmVU","available","1543","153.3","72","21.4","0","13.6","5.2","3.2","0.0","1.9","general explainer"
"iIZzExeV278","How U.S. Air Cavalry Evolved in 60 Years","20:06","1206","NA","https://www.youtube.com/watch?v=iIZzExeV278","available","2899","144.2","144","20.1","0","14.8","1.7","0.7","1.4","1.0","historical evolution"
"oD6UsPjwF5A","Tactics of the U.S. Army's Deadliest Drone","17:48","1068","NA","https://www.youtube.com/watch?v=oD6UsPjwF5A","available","2761","155.1","130","21.2","2","16.7","4.0","1.1","0.7","0.0","doctrine/tactics"
"Rr2qaKt-P3I","Inside Israel’s Weird Tank Units (Merkava)","11:59","719","NA","https://www.youtube.com/watch?v=Rr2qaKt-P3I","available","1936","161.6","95","20.4","0","19.6","7.2","4.1","1.0","2.1","organization"
"NMuNAA6iKqg","Ukraine’s Raid to Free 3,000 Cut-Off Troops","14:57","897","NA","https://www.youtube.com/watch?v=NMuNAA6iKqg","available","2136","142.9","108","19.8","0","9.8","2.8","4.2","0.0","2.8","general explainer"
"ArnpWq39ge4","EXCLUSIVE: South Korea’s K21 Mechanized Infantry","5:24","324","NA","https://www.youtube.com/watch?v=ArnpWq39ge4","unavailable","0","","0","","0","","","","","","general explainer"
"OJoM4M9jr-4","Using M113 APCs as Tanks? The Vietnam Story","13:49","829","NA","https://www.youtube.com/watch?v=OJoM4M9jr-4","available","1958","141.7","96","20.4","0","14.8","2.6","2.0","0.0","1.0","general explainer"
"Yy1M0HC4yns","Why Russia’s “New” Assault Units are 80 Years Old","15:11","911","NA","https://www.youtube.com/watch?v=Yy1M0HC4yns","available","2249","148.1","129","17.4","1","13.3","5.8","4.0","0.0","3.1","historical evolution"
"V5dQAx0xodQ","French Army's Emergency Deployments Post-Invasion","5:49","349","NA","https://www.youtube.com/watch?v=V5dQAx0xodQ","available","806","138.6","33","24.4","0","6.2","0.0","2.5","0.0","0.0","campaign narrative"
"4Z-di2KEeO0","The British-led Tank Mission on Russia’s Border","5:54","354","NA","https://www.youtube.com/watch?v=4Z-di2KEeO0","available","775","131.4","42","18.5","0","7.7","0.0","2.6","1.3","1.3","general explainer"
"e92mZparox0","U.S. Navy Rifle Squads?","4:38","278","NA","https://www.youtube.com/watch?v=e92mZparox0","available","697","150.4","46","15.2","0","11.5","5.7","8.6","1.4","0.0","organization"
"6ov6AUVUl0k","NATO's Most Unique?: 🇫🇷 French Tank Company Loadout","6:02","362","NA","https://www.youtube.com/watch?v=6ov6AUVUl0k","available","898","148.8","41","21.9","0","12.2","2.2","1.1","0.0","1.1","organization"
"D5hm2d8yqoE","NATO's Front: Inside 🇵🇱 Poland’s Armored Infantry","12:00","720","NA","https://www.youtube.com/watch?v=D5hm2d8yqoE","available","1731","144.2","88","19.7","0","13.3","2.9","1.7","0.0","0.0","equipment/force guide"
"uCjY1xeL5qU","Examining 🇺🇦 Ukraine's Mech Infantry Doctrine","11:03","663","NA","https://www.youtube.com/watch?v=uCjY1xeL5qU","available","1547","140.0","79","19.6","0","11.6","3.2","1.3","3.2","1.3","doctrine/tactics"
"j9BLzC512iM","Defeat of Russia’s Arctic Brigade [UPDATE]","5:13","313","NA","https://www.youtube.com/watch?v=j9BLzC512iM","available","815","156.2","34","24.0","0","9.8","3.7","4.9","0.0","2.5","general explainer"
"RH2TTS1kCYg","Why U.S. Armor Brigades have a $3BN Price Tag","8:43","523","NA","https://www.youtube.com/watch?v=RH2TTS1kCYg","available","1237","141.9","72","17.2","5","19.4","1.6","0.0","3.2","0.8","problem/explanation"
"6E31Rxc4Ei4","Decoding Chinese Tanks: How to Identify Unit Markings","6:38","398","NA","https://www.youtube.com/watch?v=6E31Rxc4Ei4","available","1005","151.5","54","18.6","1","18.9","3.0","14.9","1.0","6.0","general explainer"
"6OqR8c_TK6Y","Why France Mixes Jeeps and Tanks","18:38","1118","NA","https://www.youtube.com/watch?v=6OqR8c_TK6Y","available","2851","153.0","147","19.4","1","14.4","4.2","2.8","2.1","5.6","problem/explanation"
"FfzbaELw4uY","New Chinese Artillery vs. U.S. Comparison","20:46","1246","NA","https://www.youtube.com/watch?v=FfzbaELw4uY","available","3223","155.2","","","0","15.5","6.2","1.2","0.9","2.5","comparison"
"GO6OUTELkjo","Mapping the Defeat of Russia’s Arctic Troops in Ukraine","9:42","582","NA","https://www.youtube.com/watch?v=GO6OUTELkjo","available","1403","144.6","","","0","11.4","4.3","4.3","0.0","2.9","general explainer"
"zPzuNs8uJRE","NEW Rifle Squads for USMC Island Hoppers","8:36","516","NA","https://www.youtube.com/watch?v=zPzuNs8uJRE","available","1425","165.7","","","0","12.6","3.5","5.6","0.7","4.2","organization"
"Ro36gGpyMs0","Future Heavy Weapons for U.S. Army Infantry?","8:03","483","NA","https://www.youtube.com/watch?v=Ro36gGpyMs0","available","1314","163.2","","","0","13.7","5.3","3.0","0.0","7.6","equipment/force guide"
"uSZJwmYu_QQ","Loadout of HIMARS Missile Batteries","8:42","522","NA","https://www.youtube.com/watch?v=uSZJwmYu_QQ","available","1345","154.6","","","0","8.2","1.5","3.0","0.0","2.2","general explainer"
"jv8a_Wz1H50","Battle Tactics of HIMARS & MLRS Missile Artillery","20:21","1221","NA","https://www.youtube.com/watch?v=jv8a_Wz1H50","available","3130","153.8","","","0","16.9","4.5","6.1","0.6","3.5","doctrine/tactics"
"nV4W8w1plug","Transforming U.S. Armor Divisions For Future War","20:46","1246","NA","https://www.youtube.com/watch?v=nV4W8w1plug","available","3359","161.7","164","20.5","3","12.8","5.7","2.7","0.9","5.4","organization"
"cgeVuwxOkAo","The Complex Logistics of Keeping Tanks Fueled (U.S. Army)","13:21","801","NA","https://www.youtube.com/watch?v=cgeVuwxOkAo","available","2130","159.6","","","0","8.9","3.8","0.9","1.4","2.3","general explainer"
"pPdcvCCnZ7A","Battle of Arzew: U.S. Army Rangers 1st Big Operation","12:20","740","NA","https://www.youtube.com/watch?v=pPdcvCCnZ7A","available","1994","161.7","116","17.2","1","9.5","0.5","3.0","0.0","1.0","campaign narrative"
"qfVeoI3euvQ","Explaining the M10 BOOKER Light Tank's Future Role","7:40","460","NA","https://www.youtube.com/watch?v=qfVeoI3euvQ","available","1230","160.4","64","19.2","0","13.0","5.7","4.1","0.0","6.5","general explainer"
"7_hf65lQf-k","How Ukraine's Tank Forces are Organized & Equipped","11:57","717","NA","https://www.youtube.com/watch?v=7_hf65lQf-k","available","1884","157.7","104","18.1","0","11.1","6.4","2.1","0.0","8.0","general explainer"
"w5nDcoXJMrg","How BRITISH Infantry Squads Evolved in 100 Years","19:33","1173","NA","https://www.youtube.com/watch?v=w5nDcoXJMrg","available","3315","169.6","","","0","14.2","8.1","3.6","0.6","2.4","historical evolution"
"RgNNCrWETcU","The Weakness of Russian VDV Airborne Force Structure","16:09","969","NA","https://www.youtube.com/watch?v=RgNNCrWETcU","available","2571","159.2","118","21.8","2","14.4","7.4","4.7","1.2","4.3","problem/explanation"
"b7z0zITIFg0","How the Abrams is Changing Poland’s Tank Force","9:28","568","NA","https://www.youtube.com/watch?v=b7z0zITIFg0","available","1501","158.6","","","0","6.7","6.0","5.3","1.3","2.0","general explainer"
"XQoyMjKtdiE","How the U.S. Army Reinforces its Tanks for Combat","9:20","560","NA","https://www.youtube.com/watch?v=XQoyMjKtdiE","available","1573","168.5","68","23.1","0","10.2","7.6","3.2","1.9","3.2","general explainer"
"gMh6Ml329VU","How Russia's 'Z' is REALLY Used (Invasion Markings)","5:06","306","NA","https://www.youtube.com/watch?v=gMh6Ml329VU","available","866","169.8","","","0","9.2","6.9","4.6","2.3","3.5","campaign narrative"
"8VJNcE6hQu4","Analyzing Russian Tanks in Ukraine: T-80 “Flying” Tank","8:11","491","NA","https://www.youtube.com/watch?v=8VJNcE6hQu4","available","1320","161.3","","","0","15.2","6.8","6.1","0.8","3.0","general explainer"
"adE5GlQ2Ly4","Mapping Russia's Most Costly Tank Losses | Ukraine War","4:24","264","NA","https://www.youtube.com/watch?v=adE5GlQ2Ly4","available","368","83.6","","","0","19.0","13.6","13.6","0.0","0.0","general explainer"
"1PUOpP1Xysc","How the Ukraine Invasion Started","4:37","277","NA","https://www.youtube.com/watch?v=1PUOpP1Xysc","available","731","158.3","","","0","13.7","6.8","10.9","0.0","4.1","campaign narrative"
"dT5U-JQ8Puw","How France Fought a Lightning War in Mali (Op Serval)","16:29","989","NA","https://www.youtube.com/watch?v=dT5U-JQ8Puw","available","2402","145.7","","","0","8.7","0.8","7.1","0.0","1.2","campaign narrative"
"pGGKDU4plgU","How Russian Tank Units are Structured (Visualization)","8:24","504","NA","https://www.youtube.com/watch?v=pGGKDU4plgU","available","1239","147.5","","","0","14.5","4.0","3.2","1.6","4.0","organization"
"U26SNwTH8p0","What Russia Faces: Primer to Ukraine’s Ground Army","8:45","525","NA","https://www.youtube.com/watch?v=U26SNwTH8p0","available","1277","145.9","","","0","7.0","0.8","3.9","0.0","0.0","general explainer"
"aJZkId18ao4","M113 to Bradley: Evolution of U.S. Mechanized Squads","9:15","555","NA","https://www.youtube.com/watch?v=aJZkId18ao4","available","1438","155.5","74","19.4","0","18.8","4.9","2.1","0.7","1.4","historical evolution"
"2s_rowtboNI","NEW Weapons for French Army Squads","6:38","398","NA","https://www.youtube.com/watch?v=2s_rowtboNI","available","1004","151.4","48","20.9","0","10.0","2.0","3.0","2.0","3.0","organization"
"6vRLXC-hhXo","Explaining Chinese Army Ranks","10:28","628","NA","https://www.youtube.com/watch?v=6vRLXC-hhXo","available","1556","148.7","","","0","16.7","6.4","10.9","3.2","4.5","general explainer"
"_-BovoU5HEs","Deep Strike: The Future of British Warfighting?","9:24","564","NA","https://www.youtube.com/watch?v=_-BovoU5HEs","available","1487","158.2","","","0","7.4","6.7","14.1","0.7","3.4","general explainer"
